6085,ARCHITECTS STUDIO JAPAN INC,BBG001V4NG85
3085,ARCLAND SERVICE CO LTD,BBG000RT3H87
9948,ARCS CO LTD,BBG000BDLXY5
8925,ARDEPRO CO LTD,BBG000L88H11
8912,AREA QUEST INC,BBG000NMSTN6
8914,AREALINK CO LTD,BBG000BGF7J9
7595,ARGO GRAPHICS INC,BBG000CCP9G5
2815,ARIAKE JAPAN CO LTD,BBG000BPBMT9
3177,ARIGATOU SERVICES CO LTD,BBG003GGFXQ3
5208,ARISAWA MFG CO LTD,BBG000B9YMQ3
3384,ARKCORE INC,BBG000J3YX75
7873,ARRK CORP,BBG000H7LNR2
7523,ART VIVANT CO LTD,BBG000HHP7S0
2406,ARTE SALON HOLDINGS INC,BBG000Q36QC7
6778,ARTIZA NETWORKS INC,BBG000JCZGN3
7823,ARTNATURE INC,BBG000BYDZ28
2163,ARTNER CO LTD,BBG000TFTV40
6029,ARTRA CORP,BBG007J0QBT9
3663,ARTSPARK HOLDINGS INC,BBG002Q2XRV2
7476,AS ONE CORP,BBG000FH2RG6
7872,AS-ME ESTELLE CO LTD,BBG000BFVVJ0
9311,ASAGAMI CORP,BBG000BPZXR1
9405,ASAHI BROADCASTING CORP,BBG000BRFYY9
3333,ASAHI CO LTD,BBG000Q4GW59
5268,ASAHI CONCRETE WORKS CO LTD,BBG000BNRD44
6140,ASAHI DIAMOND INDUSTRIAL CO,BBG000BLHY16
5341,ASAHI EITO CO LTD,BBG000BQVB73
5201,ASAHI GLASS CO LTD,BBG000BG8RD9
2502,ASAHI GROUP HOLDINGS LTD,BBG000BFVY31
5857,ASAHI HOLDINGS INC,BBG000BXQVM3
5456,ASAHI INDUSTRIES CO LTD,BBG000J5P358
7747,ASAHI INTECC CO LTD,BBG000BYXN05
9799,ASAHI INTELLIGENCE SERVICE,BBG000C3YM58
7928,ASAHI KAGAKU KOGYO CO LTD,BBG000BFXDG1
3407,ASAHI KASEI CORP,BBG000BFYC09
1975,ASAHI KOGYOSHA CO LTD,BBG000BKWCP3
3834,ASAHI NET INC,BBG000DXKQC9
4216,ASAHI ORGANIC CHEMICAL INDUS,BBG000BHF752
3951,ASAHI PRINTING CO LTD,BBG000BK92S8
5162,ASAHI RUBBER INC,BBG000C4NYT6
6111,ASAHI-SEIKI MANUF CO LTD,BBG000BJPSF0
2911,ASAHIMATSU FOODS CO LTD,BBG000BRWWC8
4623,ASAHIPEN CORP,BBG000BQT4Z1
5962,ASAKA INDUSTRIAL CO LTD,BBG000BQYTX2
5724,ASAKA RIKEN CO LTD,BBG000CWNJG1
6073,ASANTE INC,BBG001CPTCF4
1852,ASANUMA CORP,BBG000BKMVW4
9747,ASATSU-DK INC,BBG000BQ3ZC5
8772,ASAX CO LTD,BBG000BZGVZ5
3264,ASCOT CORP,BBG000GWRDJ3
9959,ASEED HOLDINGS CO LTD,BBG000BL4KK9
4288,ASGENT INC,BBG000BXK0P4
7167,ASHIKAGA HOLDINGS CO LTD,BBG000DQBVK4
3526,ASHIMORI INDUSTRY CO LTD,BBG000BJVTN2
9233,ASIA AIR SURVEY CO LTD,BBG000BPZFS9
9318,ASIA ALLIANCE HOLDINGS CO LT,BBG000BQ0C39
6993,ASIA GROWTH CAPITAL LTD,BBG000BPHHT4
7936,ASICS CORP,BBG000BGSWW5
2351,ASJ INC,BBG000LJKZ04
7227,ASKA CORP,BBG000BX8TB0
4514,ASKA PHARMACEUTICAL CO LTD,BBG000BK34G3
2678,ASKUL CORP,BBG000CJBDW8
2654,ASMO CORP,BBG000CF3SB5
1730,ASO FOAM CRETE CO LTD,BBG000GT9KW9
3069,ASRAPPORT DINING CO LTD,BBG000QH5KN8
4503,ASTELLAS PHARMA INC,BBG000BCLDW3
6899,ASTI CORP,BBG000FBFXL6
7162,ASTMAX CO LTD/NEW,BBG003BZGQX2
2438,ASUKANET CO LTD,BBG000C5KFB6
1865,ASUNARO AOKI CONSTRUCTION,BBG000BKN5F9
8293,AT-GROUP CO LTD,BBG000BCB0Z9
3662,ATEAM INC,BBG001BW2PJ6
4241,ATECT CORP,BBG000PLJWV0
7412,ATOM CORP,BBG000DLZTT5
3426,ATOM LIVIN TECH CO LTD,BBG000C1NBZ5
4625,ATOMIX CO LTD,BBG000BK9BQ0
3529,ATSUGI CO LTD,BBG000BJWLQ5
3583,AUBEX CORP,BBG000BJZR98
3674,AUCFAN CO LTD,BBG004CG5G74
2459,AUN CONSULTING INC,BBG000JMVB92
9832,AUTOBACS SEVEN CO LTD,BBG000BN66N1
2666,AUTOWAVE CO LTD,BBG000BSM741
6918,AVAL DATA CORP,BBG000BMWVB2
3836,AVANT CORP,BBG000Q5MGJ9
7860,AVEX GROUP HOLDINGS INC,BBG000BZNHQ8
7836,AVIX INC,BBG000CQB6B0
8388,AWA BANK LTD/THE,BBG000BJ31S9
3896,AWA PAPER MFG CO LTD,BBG000C06GM9
3624,AXEL MARK INC,BBG000VC5GG0
6730,AXELL CORP,BBG000PLN5C5
8255,AXIAL RETAILING INC,BBG000BDJT77
1381,AXYZ CO LTD,BBG000DNF294
6845,AZBIL CORP,BBG000BDD272
3161,AZEARTH CORP,BBG000QH3HS2
2352,AZIA CO LTD,BBG000BSN9Z2
3293,AZUMA HOUSE CO LTD,BBG005KPT954
9380,AZUMA SHIPPING CO LTD,BBG000C7VVM3
3452,B-LOT CO LTD,BBG0067TL7Q8
2268,B-R 31 ICE CREAM CO LTD,BBG000BHZL59
7832,BANDAI NAMCO HOLDINGS INC,BBG000BKJ7P9
5195,BANDO CHEMICAL INDUSTRIES,BBG000BL2132
8648,BANK OF AMERICA CORP,BBG000CZYLR5
8345,BANK OF IWATE LTD/THE,BBG000BHTQK8
8301,BANK OF JAPAN/THE,BBG000BCK0D3
8416,BANK OF KOCHI LTD,BBG000DTBXL3
8369,BANK OF KYOTO LTD/THE,BBG000BJ0DK4
8522,BANK OF NAGOYA LTD/THE,BBG000BJ6RR0
8397,BANK OF OKINAWA LTD/THE,BBG000BJ4MV8
8395,BANK OF SAGA LTD/THE,BBG000BJ4616
8399,BANK OF THE RYUKYUS LTD,BBG000BJ4TZ9
8365,BANK OF TOYAMA LTD/LTD,BBG000BJG793
8332,BANK OF YOKOHAMA LTD/THE,BBG000BHLWP8
3011,BANNERS CO LTD,BBG000BJCK52
3180,BEAUTY GARAGE INC,BBG001BW7N33
3041,BEAUTY KADAN CO LTD,BBG000PLKF45
3328,BEENOS INC,BBG000MZYB23
4734,BEING CO LTD,BBG000BQCHQ0
9974,BELC CO LTD,BBG000CK0BT5
9441,BELL-PARK CO LTD,BBG000BTFBT1
9997,BELLUNA CO LTD,BBG000DHFJ45
4316,BEMAP INC,BBG000K6N5L3
2412,BENEFIT ONE INC,BBG000Q7T7L5
9783,BENESSE HOLDINGS INC,BBG000BT0KH0
6027,BENGO4.COM INC,BBG007HP08C9
1383,BERG EARTH CO LTD,BBG001BFWGS0
8175,BEST DENKI CO LTD,BBG000BGV417
3048,BIC CAMERA INC,BBG000QSTBW8
3377,BIKE O & CO LTD,BBG000BNTN13
9791,BIKEN TECHNO CORP,BBG000FDXNK5
3623,BILLING SYSTEM CORP,BBG000R49RS2
4517,BIOFERMIN PHARMACEUTICAL CO,BBG000BK2X61
3811,BIT-ISLE INC,BBG000PMMJX1
4694,BML INC,BBG000BWPJJ7
3313,BOOKOFF CORP,BBG000BZVL53
2608,BOSO OIL & FAT CO LTD,BBG000BHS188
2208,BOURBON CORP,BBG000BHVT83
5015,BP CASTROL KK,BBG000F1CH36
1726,BR HOLDINGS CORP,BBG000BLHWF5
3655,BRAINPAD INC,BBG002077T17
5108,BRIDGESTONE CORP,BBG000BG87J7
3776,BROADBAND TOWER INC,BBG000H98BT7
9408,BROADCAST SYSTEM OF NIIGATA,BBG000BH3G91
3673,BROADLEAF CO LTD,BBG001BW8050
4347,BROADMEDIA CORP,BBG000BDZVB9
2706,BROCCOLI CO LTD,BBG000BJ36L5
3091,BRONCO BILLY CO LTD,BBG000TGV392
6448,BROTHER INDUSTRIES LTD,BBG000BLR8D9
3800,BSP INC,BBG000N040Q0
3352,BUFFALO CO LTD,BBG000QCTDN9
2804,BULL-DOG SAUCE CO LTD,BBG000BJ5H93
5930,BUNKA SHUTTER CO LTD,BBG000BLD434
9471,BUNKEIDO CO LTD,BBG000BBYG72
9978,BUNKYODO GROUP HOLDINGS CO L,BBG000CL00B6
9658,BUSINESS BRAIN SHOWA-OTA INC,BBG000BNWNW5
2464,BUSINESS BREAKTHROUGH INC,BBG000HVF9S6
4827,BUSINESS ONE HOLDINGS INC,BBG000NW8L35
4966,C UYEMURA & CO LTD,BBG000BW33Y9
6633,C&G SYSTEMS INC,BBG000M4SHV4
4926,C'BON COSMETICS CO LTD,BBG000NV7QB8
3083,C'SMEN CO LTD,BBG000R1BGJ9
1936,C-CUBE CORP,BBG000BBX0C2
4725,CAC HOLDINGS CORP,BBG000BHZBX0
2229,CALBEE INC,BBG000BXKF62
7248,CALSONIC KANSEI CORP,BBG000BMBYD7
2698,CAN DO CO LTD,BBG000BFDY04
5819,CANARE ELECTRIC CO LTD,BBG000BMD3Q9
4575,CANBAS CO LTD,BBG000NXL0H9
7739,CANON ELECTRONICS INC,BBG000BBZ2S9
7751,CANON INC,BBG000BBZM32
8060,CANON MARKETING JAPAN INC,BBG000BMRK59
8076,CANOX CORP,BBG000BCL8B7
9697,CAPCOM CO LTD,BBG000BJ8Q27
7297,CAR MATE MFG CO LTD,BBG000DHKLR9
7602,CARCHS HOLDINGS CO LTD,BBG000BK9VZ6
7855,CARDINAL CO LTD,BBG000C0V867
2425,CARE SERVICE CO LTD,BBG000QDDCP4
2373,CARE TWENTYONE CORP,BBG000BK94P7
4834,CAREER BANK CO LTD,BBG000GN1CD9
2410,CAREER DESIGN CENTER CO LTD,BBG000BV5ZG8
6070,CAREERLINK CO LTD,BBG000BTRDC2
2150,CARENET INC,BBG000QB7D00
4275,CARLIT HOLDINGS CO LTD,BBG0057981J0
4572,CARNA BIOSCIENCES INC,BBG000P46D80
2155,CARVIEW CORP,BBG000RD5GJ0
6952,CASIO COMPUTER CO LTD,BBG000BGNSG7
2777,CASSINA IXC LTD,BBG000NB65G4
3760,CAVE INTERACTIVE CO LTD,BBG000QM5LS0
2664,CAWACHI LTD,BBG000CH7NQ2
6669,CCS INC,BBG000PRRN20
2487,CDG CO LTD,BBG000LRML78
2169,CDS CO LTD,BBG000L6P2D6
4320,CE HOLDINGS CO LTD,BBG000DB9F25
2435,CEDAR CO LTD,BBG000BG92R8
7776,CELLSEED INC,BBG000QB3PK5
4999,CEMEDINE CO LTD,BBG000BNPJD3
8117,CENTRAL AUTOMOTIVE PRODUCTS,BBG000BR8GV9
3238,CENTRAL GENERAL DEVELOPMENT,BBG000BPMC73
4044,CENTRAL GLASS CO LTD,BBG000BK6CB7
9022,CENTRAL JAPAN RAILWAY CO,BBG000JD6QG9
9740,CENTRAL SECURITY PATROLS CO,BBG000BQ2QG2
4801,CENTRAL SPORTS CO LTD,BBG000CGNXC9
8898,CENTURY 21 REAL ESTATE-JAPAN,BBG000KTPZX2
8439,CENTURY TOKYO LEASING CORP,BBG000C4RCK9
3696,CERES INC/JAPAN,BBG0074CNBF7
9625,CERESPO CO LTD,BBG000C0SQK5
8229,CFS CORP,BBG000BD98W6
9885,CHARLE CO LTD,BBG000BM50J2
6062,CHARM CARE CORP,BBG001BG48D3
4960,CHEMIPROKASEI KAISHA LTD,BBG000FDHJN9
8331,CHIBA BANK LTD/THE,BBG000BHLL18
8337,CHIBA KOGYO BANK LTD/THE,BBG000BHMWJ4
9012,CHICHIBU RAILWAY CO LTD,BBG000BL17H5
2164,CHIIKISHINBUNSHA CO LTD,BBG000TG3H56
8398,CHIKUHO BANK LTD/THE,BBG000BHZCR5
3178,CHIMNEY CO LTD,BBG003MC9057
6850,CHINO CORP,BBG000BM1MP1
4583,CHIOME BIOSCIENCE INC,BBG00283XKK7
5993,CHITA KOGYO CO LTD,BBG000BC7QJ5
8185,CHIYODA CO LTD,BBG000BPVJX9
6366,CHIYODA CORP,BBG000BLNP36
6915,CHIYODA INTEGRE CO LTD,BBG000BN64M7
5387,CHIYODA UTE CO LTD,BBG000BJ91K1
9624,CHODAI CO LTD,BBG000C2TS44
5946,CHOFU SEISAKUSHO CO LTD,BBG000BK2NJ9
8014,CHORI CO LTD,BBG000BMNXZ2
3075,CHOUSHIMARU CO LTD,BBG000QZGBH3
9502,CHUBU ELECTRIC POWER CO INC,BBG000BNBHR7
9540,CHUBU GAS CO LTD,BBG000BBYQQ9
8513,CHUBU SECURITIES FINANCING,BBG000BCB8X4
2053,CHUBU SHIRYO CO LTD,BBG000BHR241
5461,CHUBU STEEL PLATE CO LTD,BBG000BD4X56
8145,CHUBU SUISAN CO LTD,BBG000BJR8B6
9402,CHUBU-NIPPON BROADCASTING CO,BBG000BJM233
2139,CHUCO CO LTD,BBG000QSGXH1
1941,CHUDENKO CORP,BBG000BKRQJ5
3877,CHUETSU PULP & PAPER CO LTD,BBG000BFZPP2
1491,CHUGAI MINING CO LTD,BBG000BNJGT9
4519,CHUGAI PHARMACEUTICAL CO LTD,BBG000BJVLC1
1964,CHUGAI RO CO LTD,BBG000BKVG84
8382,CHUGOKU BANK LTD/THE,BBG000BJ2850
9504,CHUGOKU ELECTRIC POWER CO,BBG000BNC5C8
4617,CHUGOKU MARINE PAINTS LTD,BBG000BKXW50
5974,CHUGOKUKOGYO CO LTD,BBG000BLF2K7
8530,CHUKYO BANK LTD/THE,BBG000BJ9RC3
4558,CHUKYO IYAKUHIN CO LTD,BBG000BX74X2
1971,CHUO BUILD INDUSTRY CO LTD,BBG000BNMBC4
9852,CHUO BUSSAN CORP,BBG000BL7LM2
8030,CHUO GYORUI CO LTD,BBG000BPR0F5
7170,CHUO INTERNATIONAL GROUP CO,BBG006MFVTJ0
7895,CHUO KAGAKU CO LTD,BBG000CDDD40
5607,CHUO MALLEABLE IRON CO LTD,BBG000BC7GZ9
6846,CHUO SEISAKUSHO LTD,BBG000BC8886
5992,CHUO SPRING CO LTD,BBG000BLFJB0
9319,CHUO WAREHOUSE CO LTD,BBG000BRF9J1
3952,CHUOH PACK INDUSTRY CO LTD,BBG000BLGVC1
9476,CHUOKEIZAI-SHA INC,BBG000BFFS96
7638,CIMA CO LTD,BBG000C9N9K9
8710,CITIGROUP INC,BBG000N7N011
7762,CITIZEN HOLDINGS CO LTD,BBG000BMHFD2
5757,CK-SAN-ETSU CO LTD,BBG000BLWP09
6407,CKD CORP,BBG000BBRG25
6796,CLARION CO LTD,BBG000BM03S1
7955,CLEANUP CORP,BBG000BP9Y16
4705,CLIP CORP,BBG000C4YD01
4240,CLUSTER TECHNOLOGY CO LTD,BBG000F712W6
2185,CMC CORP,BBG000GGPPB1
2309,CMIC HOLDINGS CO LTD,BBG000F2M4K3
6958,CMK CORP,BBG000BM4B54
3599,CO-COS NOBUOKA CO LTD,BBG000DDK0V9
4003,CO-OP CHEMICAL CO LTD,BBG000BK3CP5
2580,COCA-COLA EAST JAPAN CO LTD,BBG000BWFV56
2579,COCA-COLA WEST CO LTD,BBG000CK7BW4
9943,COCO'S JAPAN CO LTD,BBG000BDQ296
3098,COCOKARA FINE INC,BBG000ML5039
6060,COCOLONET CO LTD,BBG001BDY3T1
3668,COLOPL INC,BBG0032PK2C5
7616,COLOWIDE CO LTD,BBG000C1ZP27
7945,COMANY INC,BBG000BL9661
7612,COMMONWEALTH ENTERTAINMENT,BBG000D8V9T2
3739,COMMSEED CORP,BBG000P6HNM5
2224,COMO CO LTD,BBG000BW46C5
9692,COMPUTER ENGINEER & CONSULT,BBG000BRW6F2
4826,COMPUTER INSTITUTE OF JAPAN,BBG000BVYV11
1721,COMSYS HOLDINGS CORP,BBG000Q04L81
9657,COMTEC INC,BBG000BJL4Z5
3844,COMTURE CORP,BBG000LJPQW4
9422,CONEXIO CORP,BBG000MVXP22
3647,CONNECT HOLDINGS CORP,BBG0018SRMS9
9895,CONSEC CORP,BBG000BGB6K3
6639,CONTEC CO LTD,BBG000QZTSM6
2193,COOKPAD INC,BBG000MGZ7M1
2359,CORE CORP,BBG000FFD6W6
5909,CORONA CORP,BBG000HNJSQ0
6905,COSEL CO LTD,BBG000DP6BQ0
3386,COSMO BIO CO LTD,BBG000BL9QJ3
5007,COSMO OIL COMPANY LTD,BBG000BL0410
8844,COSMOS INITIA CO LTD,BBG000BL0KZ7
3349,COSMOS PHARMACEUTICAL CORP,BBG000Q2PV82
4923,COTA CO LTD,BBG000P189N6
9876,COX CO LTD,BBG000BH83K2
1757,CREA HOLDINGS INC,BBG000BL7V40
3024,CREATE CORP,BBG000ML7MB0
5187,CREATE MEDIC CO LTD,BBG000BM0NT6
3387,CREATE RESTAURANTS HOLDINGS,BBG000BMBD43
3148,CREATE SD HOLDINGS CO,BBG000GG52H8
8253,CREDIT SAISON CO LTD,BBG000BGVW33
4763,CREEK & RIVER CO LTD,BBG000BVYVM8
9698,CREO CO LTD,BBG000BM45R3
4674,CRESCO LTD,BBG000BWZ3G4
3698,CRI MIDDLEWARE CO LTD,BBG0032P6SX1
4336,CRIE ANABUKI INC,BBG000D7MG09
2138,CROOZ INC,BBG000QQDTN0
9428,CROPS CORP,BBG000PJSYH7
2307,CROSS CAT CO LTD,BBG000CQWF63
3675,CROSS MARKETING GROUP INC,BBG0045Q7QN8
3320,CROSS PLUS INC,BBG000M89YH5
3900,CROWDWORKS INC,BBG0029XMD37
2776,CRYMSON CO LTD,BBG000NRR1Y5
2710,CS LOGINET INC,BBG000CV5C78
2304,CSS HOLDINGS LTD,BBG000N1Y4Z7
9621,CTI ENGINEERING CO LTD,BBG000CDC316
4345,CTS CO LTD,BBG000M31998
2335,CUBE SYSTEM INC,BBG000KXYMM4
2687,CVS BAY AREA INC,BBG000DQNDV9
2228,CYBELE CO LTD,BBG000H277R4
3852,CYBER COM CO LTD,BBG000RFHZV6
4751,CYBERAGENT INC,BBG000BQZ1C5
7779,CYBERDYNE INC,BBG0060K92J7
3683,CYBERLINKS CO LTD,BBG005Y4PNW9
4312,CYBERNET SYSTEMS CO,BBG000BGNZ08
3810,CYBERSTEP INC,BBG000HJHC13
4776,CYBOZU INC,BBG000C0THR7
4576,D.WESTERN THERAPEUTICS INSTI,BBG000P8V278
4281,DA CONSORTIUM INC,BBG000J49H94
7912,DAI NIPPON PRINTING CO LTD,BBG000BMJDM5
4611,DAI NIPPON TORYO CO LTD,BBG000BHCTW7
1980,DAI-DAN CO LTD,BBG000BKX363
1716,DAI-ICHI CUTTER KOGYO KK,BBG000C2CFW9
8750,DAI-ICHI LIFE INSURANCE,BBG000HRVPM7
6640,DAI-ICHI SEIKO CO LTD,BBG000DK1MQ2
6478,DAIBEA CO LTD,BBG000BR2WK2
8806,DAIBIRU CORP,BBG000BN2XF5
4202,DAICEL CORP,BBG000BG4L91
6373,DAIDO KOGYO CO LTD,BBG000BLPJL8
7245,DAIDO METAL CO LTD,BBG000BD8XP0
6743,DAIDO SIGNAL CO LTD,BBG000BP9D85
5471,DAIDO STEEL CO LTD,BBG000BGC8B8
3205,DAIDOH LTD,BBG000BJNCL0
8263,DAIEI INC,BBG000BKM6F8
6383,DAIFUKU CO LTD,BBG000BLQSJ0
6023,DAIHATSU DIESEL MFG CO LTD,BBG000BR0M44
7262,DAIHATSU MOTOR CO LTD,BBG000BMCWV0
6622,DAIHEN CORP,BBG000BLWK64
1822,DAIHO CORP,BBG000BH92Q7
9132,DAIICHI CHUO KISEN KAISHA,BBG000BN85M2
7643,DAIICHI CO LTD,BBG000CGZFJ8
8746,DAIICHI COMMODITIES CO LTD,BBG000BZFJN6
